Table S1. oxLDL-induced differentially expressed genes in macrophages identified by single-cell transcriptomics,,,,,
gene,logFC,logCPM,F,PValue,P_adj
NSFL1C,0.025358284,5.030783203,0.043280703,0.837854027,0.931222371
TJP2,0.061396586,2.477988778,0.043085975,0.838213661,0.931328166
GLT8D1,-0.04660444,3.490208835,0.042859242,0.838633478,0.93169285
TMC8,0.03033941,4.528706585,0.042755452,0.838826039,0.931805009
HMBOX1,-0.035443331,4.037733366,0.042533704,0.839238273,0.932090516
ZNF675,0.092541679,1.830394276,0.042481001,0.839336413,0.932090516
HDAC6,0.040142959,3.412497829,0.042469437,0.839357956,0.932090516
KLHL2,-0.0339567,3.78209136,0.042131638,0.839988593,0.932587205
ZNF814,0.072593965,2.362064743,0.042148651,0.839956768,0.932587205
LMAN2L,0.053849294,2.638543033,0.041820699,0.840571426,0.932825885
SMIM8,0.03512813,3.599223542,0.041637664,0.840915569,0.932825885
VAMP1,-0.069495931,1.860319576,0.041730003,0.840741854,0.932825885
C17orf58,-0.047958391,2.935885131,0.041934552,0.840357754,0.932825885
PIGN,-0.030856439,4.313678281,0.041626164,0.840937217,0.932825885
DHPS,0.030605096,4.160805395,0.041711031,0.840777528,0.932825885
FAM98C,-0.061903158,2.441428675,0.041805265,0.840600415,0.932825885
TTLL1,-0.078570544,2.131953438,0.041771055,0.840664689,0.932825885
TRAF3IP1,-0.057659903,2.420358243,0.041485617,0.84120205,0.93301791
INKA2,0.071680883,2.122735007,0.041379902,0.841401557,0.933137444
ZBTB41,-0.047536598,3.211047737,0.041142395,0.841850756,0.933432079
AP3B1,-0.022673341,5.432384502,0.041175827,0.841787443,0.933432079
NT5C,0.036774576,3.846595281,0.040890427,0.842328788,0.933860319
CDK2,-0.058766972,2.296567343,0.040774919,0.842548442,0.934002043
MED18,-0.06015733,2.698639834,0.040637209,0.84281074,0.934057448
SP3,-0.024229578,5.000862117,0.040603807,0.842874432,0.934057448
RBM4B,-0.035753225,3.665476873,0.040609588,0.842863406,0.934057448
KLHL36,-0.025249201,5.009927632,0.040459779,0.843149379,0.934057448
CD300LF,-0.033403032,3.770843448,0.040469407,0.843130983,0.934057448
CCDC97,0.040497525,3.298599876,0.040539799,0.842996559,0.934057448
PMS2,0.038105944,3.48888458,0.040406502,0.843251213,0.934068533
LEPROTL1,0.022691638,5.71518592,0.04027397,0.843504842,0.93424774
CDCA3,-0.072443489,2.347298134,0.040194499,0.843657136,0.934314685
ZNF440,-0.070369297,2.102595283,0.040078898,0.843878945,0.934458592
PPP2R3C,0.023660909,5.047545899,0.039921968,0.844180591,0.934589135
ATP6V0A1,0.020083125,6.168210162,0.039942648,0.844140806,0.934589135
RALBP1,-0.022112837,5.295051318,0.039790372,0.844434018,0.934767965
ZCCHC10,0.023756635,5.255713857,0.039551696,0.844894775,0.935074492
ASGR1,0.03713702,3.748359174,0.039593197,0.844814555,0.935074492
SMAD5,-0.025495152,4.791076874,0.039288959,0.845403659,0.935535902
ENTR1,-0.025907451,4.612050678,0.039066703,0.845835521,0.935911989
MFF,0.021612043,5.80133698,0.038819501,0.846317362,0.93634329
ZNF318,-0.038780401,3.267380008,0.038654173,0.846640508,0.936412429
TUSC1,-0.081875353,1.672678712,0.038735081,0.84648228,0.936412429
SLK,0.032625077,4.512373771,0.038646243,0.846656027,0.936412429
C1orf35,0.048162384,3.548488915,0.03838166,0.847174731,0.936884253
ADNP2,0.042796029,3.11672645,0.03829763,0.847339857,0.936964999
DTNB,-0.036398505,3.417506681,0.037341504,0.849232163,0.937170322
SUCLG1,0.027097175,5.238350472,0.038076334,0.847775626,0.937170322
PPP1R7,0.025603439,5.259203685,0.038000818,0.847924632,0.937170322
RPL29,-0.015653662,10.15926949,0.037372888,0.849169652,0.937170322
AC097376.3,-0.070756369,2.083237505,0.038054294,0.847819099,0.937170322
AK6,-0.023448835,4.902434999,0.037542164,0.848832958,0.937170322
ZKSCAN8,-0.045126408,2.843690604,0.037793106,0.848335278,0.937170322
RNF8,0.044566477,3.704544973,0.037707846,0.848504177,0.937170322
GOPC,0.030779778,4.256153378,0.037369561,0.849176278,0.937170322
ZNF395,0.05019761,3.095487855,0.037662835,0.848593423,0.937170322
CDC26,0.024802054,5.136711182,0.037566683,0.848784256,0.937170322
SNHG7,-0.047837632,3.180565704,0.037475977,0.848964512,0.937170322
ACAD10,-0.047385823,2.733889046,0.037437625,0.849040795,0.937170322
SNX33,-0.043455625,3.094281154,0.038085911,0.847756742,0.937170322
KATNB1,0.05872721,2.267890807,0.0379477,0.848029534,0.937170322
BTBD3,0.054570832,2.370316285,0.037319476,0.849276054,0.937170322
SNX21,0.044752534,3.000268188,0.037564086,0.848789413,0.937170322
DHRSX,-0.026240134,4.927118718,0.037544701,0.848827918,0.937170322
FTSJ1,-0.050443137,3.051008495,0.037599166,0.848719757,0.937170322
STK17B,-0.027161038,4.855733933,0.037261632,0.849391375,0.937195907
ADI1,-0.018513741,7.296477249,0.037142765,0.849628647,0.937254375
SMURF2,0.028034376,4.559358375,0.037149478,0.849615236,0.937254375
COX7A2L,-0.020761035,6.771050954,0.037011271,0.849891582,0.937341123
RAB24,-0.064337725,2.733305526,0.037027324,0.849859457,0.937341123
SNX15,0.036197064,3.576132303,0.036720348,0.850475043,0.937882929
MEAF6,-0.023324181,5.751600765,0.036530614,0.850856861,0.937897268
NOP14,0.044598394,3.099569865,0.036566861,0.850783839,0.937897268
TENT4A,-0.037520879,3.540217364,0.036598671,0.850719785,0.937897268
FHOD1,0.024334894,4.691095528,0.03663178,0.850653148,0.937897268
FEM1C,0.034341296,3.800631946,0.036378301,0.851164116,0.938134293
ECD,0.041667807,3.508916248,0.036269835,0.85138333,0.938172596
GIT1,0.030932562,3.971042072,0.036311785,0.851298507,0.938172596
UBTD2,0.038620988,3.171377129,0.036129233,0.851667998,0.938181381
VTA1,-0.026401934,4.359675395,0.03615255,0.851620751,0.938181381
NRF1,-0.058920388,2.308375282,0.036186863,0.85155125,0.938181381
USP28,0.046031534,2.760022331,0.03604653,0.85183571,0.93826452
ZNF511,0.031431686,4.37628673,0.03587805,0.852177988,0.938539898
PSRC1,-0.072349029,1.743425262,0.035767792,0.852402436,0.938583847
DCAF7,-0.021179355,5.959785067,0.035795393,0.852346216,0.938583847
INO80E,-0.027949585,4.076941222,0.035493057,0.85296327,0.938794891
ZNF747,0.051016594,2.47910218,0.035581379,0.852782727,0.938794891
MAP1LC3B,0.018285063,7.083490702,0.035502932,0.852943072,0.938794891
MT-ND1,-0.013690164,11.85961982,0.035626289,0.852691014,0.938794891
LILRB1,0.035386397,4.620459849,0.035387929,0.85317847,0.938930153
CNOT7,-0.020083774,6.032555035,0.035264111,0.853432355,0.939107953
CRYZL1,-0.031598649,4.331050242,0.035138609,0.853690165,0.939290033
CLDN7,0.054074272,2.472898026,0.034780835,0.854427748,0.939999898
IFT52,-0.027795141,4.030060287,0.034698817,0.854597387,0.940084851
RIPK3,-0.046593165,2.910596593,0.034644495,0.854709858,0.940106907
ARFGEF2,0.030530515,4.221176758,0.034550856,0.854903948,0.940218722
MSRB1,-0.026284806,4.54315469,0.034363201,0.855293729,0.940545709
CAB39,0.019340932,6.988482413,0.034268014,0.855491867,0.940661903
ANKRD54,-0.039224504,3.139659902,0.034117369,0.855806024,0.940905629
ANKHD1,0.0234449,4.946357677,0.03392841,0.856201104,0.941238261
C12orf29,-0.058300404,2.376719698,0.033615267,0.856858343,0.941562625
CEP170B,0.061324444,1.91285894,0.033669484,0.856744324,0.941562625
MIR646HG,0.062122674,2.11627108,0.033611429,0.856866419,0.941562625
VAMP7,-0.020655237,5.159130236,0.033632818,0.856821424,0.941562625
CAMTA1,-0.018908191,7.05319516,0.033326121,0.85746804,0.941564645
PTBP2,-0.060959828,2.122045677,0.03332434,0.857471803,0.941564645
FAM8A1,0.04355075,2.89781691,0.033296842,0.85752993,0.941564645
CHN2,-0.047889845,2.765504617,0.033238548,0.857653236,0.941564645
NAPEPLD,-0.0720238,1.852469764,0.033215823,0.857701337,0.941564645
LRRC4,0.07444293,2.292636022,0.033287857,0.857548928,0.941564645
PHPT1,-0.016787503,7.606806444,0.033376651,0.857361296,0.941564645
MAPK8,0.042841534,2.938397445,0.03354075,0.857015211,0.941564645
SAMD4B,0.025981726,4.352603128,0.033326735,0.857466743,0.941564645
WARS2,0.058250947,2.026485091,0.032727291,0.858739507,0.942438552
PHF20L1,0.024026943,4.584332207,0.032710488,0.858775357,0.942438552
MED27,0.043759272,3.118590039,0.032710578,0.858775164,0.942438552
ABCB10,-0.034068453,3.560384415,0.032375165,0.859492784,0.942500189
RABL3,0.035874535,3.804385121,0.032228286,0.859808244,0.942500189
RNF7,0.018605539,7.045304219,0.031752423,0.860835418,0.942500189
LIN54,-0.045516028,2.821853658,0.032032531,0.860229836,0.942500189
NADK2,0.044159591,3.115952689,0.031897105,0.860522279,0.942500189
FNIP1,0.021349984,5.086426218,0.031656045,0.861044422,0.942500189
BICRAL,-0.040672566,2.928626214,0.031982362,0.860338098,0.942500189
STXBP5,0.031260651,3.963766796,0.031657051,0.861042238,0.942500189
PPIL4,-0.028650284,4.054735311,0.032490008,0.859246646,0.942500189
PLEKHA8,0.041998527,2.856095837,0.031954009,0.86039932,0.942500189
GCC1,0.041302341,2.882053892,0.032129029,0.860021845,0.942500189
MTMR9,-0.033993796,3.72239654,0.031651045,0.861055275,0.942500189
POLR3A,0.053109717,2.364172717,0.032382432,0.859477196,0.942500189
PTDSS2,-0.041504343,3.032480905,0.031780801,0.860773941,0.942500189
PPME1,0.040220885,3.04168167,0.032378797,0.859484994,0.942500189
EXOC5,-0.019156692,5.556809884,0.031933812,0.86044295,0.942500189
PIK3R6,-0.050391402,2.326267951,0.032072084,0.860144544,0.942500189
KRT10,0.020705818,5.581982804,0.03254695,0.859124771,0.942500189
H3F3B,0.015590665,8.745780921,0.032121756,0.860037511,0.942500189
FAAP100,0.03668166,3.219130268,0.032150526,0.859975555,0.942500189
CCDC130,-0.03376738,3.759148599,0.032065189,0.860159409,0.942500189
TRIM28,-0.018477615,5.779238321,0.031696664,0.860956297,0.942500189
JPX,0.020571485,5.152948407,0.032171049,0.859931378,0.942500189
DOCK11,-0.02355867,4.743981513,0.031947519,0.860413338,0.942500189
PDXP,-0.039370553,3.040123712,0.031355851,0.861697533,0.943101712
C18orf21,0.032775204,3.558823865,0.031257047,0.8619132,0.943187984
ZNF227,-0.054096058,2.48288198,0.031234801,0.861961807,0.943187984
XRRA1,-0.054143577,2.288328078,0.031186844,0.862066653,0.943201247
MRPS24,0.019551959,6.161347412,0.031131553,0.862187634,0.943232159
SPATA7,-0.053848224,2.807733381,0.031047455,0.862371861,0.943332248
ERC1,0.031113744,3.603559303,0.030677669,0.863185002,0.944120198
CEP104,0.034078778,3.666129105,0.029788283,0.865161675,0.945273033
SRSF10,-0.020368612,5.314061699,0.030045582,0.86458673,0.945273033
KIF9,-0.038936379,3.016707251,0.029743847,0.865261228,0.945273033
TOMM70,0.026704831,4.01777802,0.029872578,0.864973033,0.945273033
BOD1,0.037210092,3.126448746,0.029782473,0.865174688,0.945273033
SKAP2,0.019615983,6.988969975,0.029805915,0.865122194,0.945273033
KIF27,0.055561394,2.298801913,0.030045824,0.864586189,0.945273033
PLXNC1,-0.018090801,6.10297088,0.029970294,0.8647547,0.945273033
NEDD1,-0.041039133,2.883011224,0.029950923,0.864797952,0.945273033
ASXL1,-0.032986483,3.490444533,0.029991671,0.864706986,0.945273033
SLC35C2,-0.026002792,4.24439173,0.029762921,0.865218488,0.945273033
USP34,0.028984841,4.754162224,0.029484216,0.865844439,0.945503986
ZNF720,-0.038504997,3.570587453,0.029525795,0.865750863,0.945503986
TTC39C,-0.0408565,2.896226701,0.029522996,0.865757159,0.945503986
CSF2RA,-0.018822859,5.646385627,0.029557234,0.865680153,0.945503986
COQ8B,-0.058133417,2.106111688,0.029418555,0.865992352,0.945563998
COPZ1,0.017138282,6.003826274,0.029230151,0.866417714,0.945825391
USP15,0.020059353,4.995796118,0.029262498,0.866344586,0.945825391
SLC10A3,-0.03156981,3.464909693,0.029173013,0.866546996,0.945865011
GNPDA2,0.062254765,2.056698522,0.028905035,0.867155072,0.946106934
RBM33,-0.024531467,4.379726347,0.028956716,0.867037575,0.946106934
GPAA1,0.017437171,6.068621307,0.028898168,0.867170691,0.946106934
PEX5,0.067146267,1.988101512,0.028806998,0.867378256,0.946106934
SLC39A9,0.021014444,4.743010834,0.028831829,0.867321691,0.946106934
NPIPA1,0.071967854,2.025687241,0.028872688,0.867228667,0.946106934
USP14,0.02103878,5.183932496,0.028788808,0.867419708,0.946106934
JMJD8,0.024793489,4.231372268,0.028687237,0.867651425,0.946258207
ERI3,0.025708741,4.124483424,0.028584975,0.867885148,0.946317487
CNNM2,-0.058749862,1.827753693,0.028582048,0.867891844,0.946317487
IFI30,0.013992906,10.83466423,0.028518054,0.868038329,0.946375765
ZDHHC4,0.025823976,5.040615536,0.02840873,0.868288972,0.946424757
TERF2,-0.030697296,3.89836089,0.028376747,0.868362392,0.946424757
ZDHHC7,-0.018545976,5.822920982,0.028383572,0.868346721,0.946424757
MFAP1,0.033257331,4.096302983,0.028117672,0.868958698,0.946973203
S100A4,-0.015383309,11.54640348,0.02799283,0.869247054,0.947084515
GPAT4,0.021743715,4.898171294,0.027998389,0.8692342,0.947084515
VWCE,-0.069251605,1.63767486,0.027854238,0.869567947,0.947221471
MUS81,0.027999101,3.773009955,0.027817945,0.869652116,0.947221471
RPL18A,0.013436063,10.60834853,0.027894931,0.869473643,0.947221471
NUDT15,0.036138026,3.415736715,0.02775374,0.869801152,0.947282368
BRD3OS,0.054446584,1.926210016,0.027629867,0.870089197,0.947393204
SF3A1,-0.021649034,4.822544375,0.027649079,0.87004448,0.947393204
MRGBP,0.035444646,3.147179498,0.027581306,0.870202298,0.947414939
AC015982.2,0.059154832,1.927612003,0.027536985,0.870305614,0.947426017
ERMAP,0.043649552,2.636674425,0.027341723,0.870761807,0.947758881
RMND5B,0.034398158,3.50544626,0.027326378,0.870797729,0.947758881
CHSY1,0.029794192,3.748258658,0.027202046,0.871089166,0.947974644
C2CD5,-0.027297139,3.789235162,0.027063708,0.87141424,0.948226963
BUB1,-0.045891807,2.370190954,0.026841096,0.871939144,0.948545361
UBE2E1,0.0158404,6.258152165,0.026557246,0.872611702,0.948545361
SMPD2,0.04626347,2.439856104,0.026629593,0.872439933,0.948545361
LSM5,0.017121762,6.789737748,0.02654561,0.872639352,0.948545361
BMT2,-0.035030651,3.537625907,0.026560287,0.872604478,0.948545361
AAMDC,0.01815873,5.35155704,0.026611313,0.872483311,0.948545361
AC103691.1,-0.044984567,3.012576167,0.026593374,0.872525895,0.948545361
LRRC25,0.016229711,6.153857856,0.026719962,0.872225712,0.948545361
ESS2,-0.041768403,2.79602794,0.026548049,0.872633554,0.948545361
MTMR3,0.02596895,3.99918645,0.026558977,0.872607588,0.948545361
NVL,0.041622297,2.785369293,0.02627996,0.873272283,0.948625124
CEP57L1,0.05497731,2.306992688,0.026325117,0.873164463,0.948625124
NFX1,-0.032633342,3.514146833,0.026286121,0.873257567,0.948625124
TP53I11,-0.023351911,4.799222298,0.026428167,0.872918765,0.948625124
SLC38A7,0.019595188,5.333791247,0.026392584,0.873003547,0.948625124
THRA,-0.035391355,3.60501444,0.026291632,0.873244406,0.948625124
MDP1,-0.026206847,4.151060435,0.026192029,0.873482512,0.948650877
EIF2S2,0.015107786,7.200334826,0.026221522,0.873411958,0.948650877
UBE2Q2,0.021877174,4.742320741,0.025812129,0.874394977,0.949540483
FRMD4B,-0.017499574,7.389650885,0.025618234,0.874863345,0.949756853
UBAP2,-0.026401022,3.81495727,0.025536604,0.875061073,0.949756853
PTGES2,0.023421298,4.177271772,0.025560645,0.875002807,0.949756853
IREB2,-0.018660629,5.167646446,0.025551915,0.875023961,0.949756853
APMAP,0.017043059,6.736953521,0.025677918,0.874718979,0.949756853
LCOR,-0.020836994,5.022865937,0.025488659,0.875177358,0.949781723
PRPF38A,-0.03067823,4.162119286,0.02525622,0.875742716,0.950293888
RBMS1,-0.014989178,6.463780934,0.025178949,0.875931252,0.950397087
NUP93,-0.025104077,4.194585322,0.025075479,0.876184178,0.950570121
MRPL20,0.015521974,6.691249497,0.02494096,0.876513803,0.950578908
RBBP4,0.015547669,6.1524683,0.024881607,0.87665953,0.950578908
SCAF8,0.038511077,3.271989874,0.024953232,0.876483694,0.950578908
CD27-AS1,-0.025126108,3.929100252,0.024894257,0.876628456,0.950578908
GMIP,-0.020970096,4.989138123,0.024889328,0.876640563,0.950578908
ZNF275,0.064936812,1.804990421,0.024842012,0.876756848,0.950583101
CTNNA1,0.015633175,6.701906213,0.024759452,0.876960018,0.950702047
TBP,-0.038768409,3.126935148,0.024670271,0.877179875,0.950839054
SRSF4,0.017274594,5.584543359,0.024456667,0.877708131,0.951244283
SLBP,-0.018622738,4.931381388,0.024405808,0.877834259,0.951244283
PPP2R1A,-0.015650776,6.160793305,0.024435908,0.877759597,0.951244283
PAIP1,-0.01862878,5.171273992,0.024329559,0.878023604,0.951348114
SLC35A1,-0.025200551,3.924544722,0.024278274,0.878151126,0.951384946
PRR14L,-0.021496945,4.419010125,0.024185681,0.878381718,0.951533422
GNL2,-0.02420133,3.93116684,0.024089387,0.878622004,0.951605688
PIGF,0.024244014,4.126162485,0.024083972,0.878635531,0.951605688
UHMK1,0.01553269,6.069204114,0.023989385,0.878872067,0.951660414
SBF2,0.021671863,4.314181683,0.023951584,0.878966731,0.951660414
TUBGCP4,0.042438018,2.424282305,0.023964881,0.878933424,0.951660414
RPAP1,-0.050807723,2.118808535,0.023884553,0.879134782,0.951741061
CEBPE,-0.072366674,1.572239181,0.023636222,0.879759481,0.952315999
COQ10B,0.021140174,4.365706069,0.023595261,0.879862845,0.952326544
LEMD2,-0.034144428,3.464576271,0.023446739,0.880238408,0.95236466
GSDMD,-0.024804549,4.127700199,0.023481941,0.880149285,0.95236466
AGTPBP1,-0.025543969,3.81555193,0.023411099,0.880328711,0.95236466
CPSF7,0.020447102,4.494378247,0.023396757,0.880365071,0.95236466
MYO1F,0.016008761,6.80701566,0.023396315,0.880366191,0.95236466
CDC42SE2,0.016922493,6.14088324,0.023233589,0.880779534,0.952611362
RCE1,-0.043437364,2.325235263,0.023232799,0.880781543,0.952611362
ADCY9,-0.041719853,2.536463799,0.023189189,0.88089257,0.952630153
SMIM1,0.054923033,1.845193565,0.022946616,0.881512105,0.952692428
LNPK,0.024090159,4.50526434,0.022954502,0.88149191,0.952692428
TOPBP1,0.027915566,3.913937371,0.022975141,0.881439078,0.952692428
PAAF1,0.033109317,3.172327949,0.022997264,0.881382474,0.952692428
NGDN,-0.028947998,3.678475087,0.023117679,0.88107486,0.952692428
MNT,0.029257558,3.526526896,0.022955294,0.881489882,0.952692428
ISCA2,0.019904351,4.876680203,0.022893893,0.881647201,0.952737207
PPIE,0.017916334,4.922630187,0.022641401,0.882296411,0.95284472
ADAMTSL4,0.024317019,3.91931297,0.022745558,0.882028155,0.95284472
NCKIPSD,-0.038471741,2.846009151,0.022682359,0.88219085,0.95284472
ATXN7,0.032219717,3.77600577,0.022636623,0.882308731,0.95284472
TRIM35,0.048536771,2.203713341,0.022725565,0.882079597,0.95284472
RPS4Y1,0.020291301,6.756364256,0.022722982,0.882213701,0.95284472
ATF1,0.023664665,4.253901519,0.022556985,0.882514289,0.952878458
PRMT2,-0.014849661,7.147083557,0.022551939,0.882527325,0.952878458
MEX3C,-0.029949958,3.405841131,0.022365177,0.883010899,0.95315928
ZADH2,0.023154617,4.226911448,0.022342974,0.883068527,0.95315928
RPL3,-0.013249441,9.921127566,0.022403471,0.882911578,0.95315928
TMEM35B,0.01767563,5.678540601,0.022195245,0.883452696,0.953217142
IDUA,-0.05184056,1.895798045,0.022224277,0.883377096,0.953217142
ZNHIT2,0.043528577,2.443850005,0.022186359,0.883475848,0.953217142
TRIR,0.013790182,7.637831261,0.022178251,0.883496973,0.953217142
TPRG1L,-0.017946663,5.12443438,0.02201916,0.883912322,0.953361907
AMACR,-0.038297925,3.084425471,0.022038736,0.883861132,0.953361907
SMAD2,-0.0152069,5.803914742,0.022058703,0.883808941,0.953361907
DGLUCY,0.020419504,4.771030462,0.021868082,0.884308172,0.953687736
ATL2,0.035096582,2.838281584,0.021772506,0.884559322,0.953719204
NCBP1,-0.026970069,3.547879873,0.021733015,0.884663259,0.953719204
NACC2,-0.023243461,3.979306478,0.021697418,0.88475703,0.953719204
A2M,-0.020881071,6.933475124,0.021722883,0.884689941,0.953719204
GNGT2,0.027773568,3.542187096,0.021678784,0.884806147,0.953719204
TRAPPC12,0.022677975,3.986485089,0.021558993,0.885122424,0.953769451
