TableS3 predicted macrophage cis-regulatory elements ,,,,,,,,,
seqnames,start,end,width,strand,score,gene,peak,zscore,pvalue
chr5,168291651,168438269,146619,*,0.134413896,WWC1,chr5-168437865-168438673,6.620239126,1.79E-11
chr5,168291651,168649562,357912,*,0.068349216,WWC1,chr5-168649507-168649617,2.531730844,0.005675054
chr5,168486445,168621170,134726,*,0.055517752,RARS,chr5-168621067-168621272,3.925879932,4.32E-05
chr5,168852156,169301129,448974,*,0.051926608,SLIT3,chr5-168851739-168852572,3.350461668,0.000403385
chr5,168935512,169301129,365618,*,0.064061194,SLIT3,chr5-168935257-168935767,3.973702941,3.54E-05
chr5,168939442,169301129,361688,*,0.066407775,SLIT3,chr5-168939099-168939784,4.35177238,6.75E-06
chr5,169583634,169636918,53285,*,0.052070955,SPDL1,chr5-169635715-169638120,2.639982729,0.004145513
chr5,169583634,169945946,362313,*,0.057658291,SPDL1,chr5-169945466-169946426,2.563332748,0.005183632
chr5,169583634,169977288,393655,*,0.059960852,SPDL1,chr5-169977166-169977409,3.872627577,5.38E-05
chr5,169637247,169801487,164241,*,-0.056035645,DOCK2,chr5-169800960-169802013,-1.98082093,0.023805679
chr5,169637247,169805766,168520,*,-0.111112278,DOCK2,chr5-169805612-169805920,-5.223138491,8.80E-08
chr5,169637247,169874838,237592,*,-0.051234458,DOCK2,chr5-169874718-169874957,-1.781728475,0.03739676
chr5,169840292,170331429,491138,*,0.082520237,LINC01366,chr5-169840131-169840452,3.467687464,0.000262479
chr5,169903421,170331429,428009,*,0.051721195,LINC01366,chr5-169903188-169903653,2.041236426,0.020613666
chr5,169931910,170331429,399520,*,0.050257843,LINC01366,chr5-169931797-169932023,3.129563564,0.000875331
chr5,169977288,170331429,354142,*,0.06529848,LINC01366,chr5-169977166-169977409,2.564516152,0.005165989
chr5,170184493,170331429,146937,*,0.075054749,LINC01366,chr5-170184011-170184974,3.894968196,4.91E-05
chr5,170331429,170404667,73239,*,0.053042498,LINC01366,chr5-170404372-170404961,2.742825083,0.003045656
chr5,170331429,170469551,138123,*,0.051011096,LINC01366,chr5-170469467-170469635,2.505397458,0.006115693
chr5,170331429,170546021,214593,*,0.072379077,LINC01366,chr5-170545910-170546131,4.320417638,7.79E-06
chr5,170331429,170571296,239868,*,0.056812451,LINC01366,chr5-170571196-170571395,3.874805919,5.34E-05
chr5,170331429,170611938,280510,*,0.06447241,LINC01366,chr5-170611884-170611991,4.329941507,7.46E-06
chr5,170331429,170671474,340046,*,0.077495918,LINC01366,chr5-170671384-170671564,5.857088764,2.36E-09
chr5,170353487,170358164,4678,*,0.06864418,KCNIP1,chr5-170357801-170358526,2.675927791,0.003726135
chr5,170353487,170510542,157056,*,0.05524568,KCNIP1,chr5-170510185-170510899,1.851783889,0.032028431
chr5,170353487,170588549,235063,*,0.113362067,KCNIP1,chr5-170588149-170588949,5.018767208,2.60E-07
chr5,170353487,170591138,237652,*,0.065697115,KCNIP1,chr5-170590892-170591383,3.212601261,0.000657694
chr5,170861870,170862271,402,*,0.109783633,RANBP17,chr5-170861582-170862959,7.465972364,4.13E-14
chr5,171311495,171419656,108162,*,0.055977529,FGF18,chr5-171311225-171311764,4.283034048,9.22E-06
chr5,172047644,172188386,140743,*,0.052546308,STK10,chr5-172047424-172047863,2.166797399,0.015125153
chr5,172052487,172454523,402037,*,0.062875269,SH3PXD2B,chr5-172052193-172052781,4.103794992,2.03E-05
chr5,172104252,172284071,179820,*,0.05544832,UBTD2,chr5-172104117-172104386,3.52715265,0.000210027
chr5,172129581,172188386,58806,*,0.062022302,STK10,chr5-172129267-172129895,2.702540716,0.003440588
chr5,172150747,172641266,490520,*,0.076671368,NEURL1B,chr5-172150213-172151281,2.227572146,0.01295453
chr5,172153483,172641266,487784,*,0.068624691,NEURL1B,chr5-172153134-172153832,2.684495782,0.003631965
chr5,172175211,172641266,466056,*,0.090934853,NEURL1B,chr5-172174694-172175727,3.128787166,0.000877647
chr5,172185713,172641266,455554,*,0.057455829,NEURL1B,chr5-172185317-172186108,1.706215363,0.043983995
chr5,172187887,172188386,500,*,0.058658441,STK10,chr5-172186837-172188936,2.418292575,0.007796767
chr5,172188386,172371070,182685,*,0.053256786,STK10,chr5-172370353-172371786,2.272904293,0.011515974
chr5,172235275,172641266,405992,*,0.064947031,NEURL1B,chr5-172234807-172235743,2.737455962,0.00309582
chr5,172284071,172303647,19577,*,0.056135672,UBTD2,chr5-172303272-172304022,3.224340316,0.000631316
chr5,172284071,172775679,491609,*,0.054080385,UBTD2,chr5-172775524-172775833,3.111913209,0.000929396
chr5,172361736,172454523,92788,*,0.050927245,SH3PXD2B,chr5-172361377-172362095,3.139584107,0.000845939
chr5,172410492,172641266,230775,*,0.065153384,NEURL1B,chr5-172410058-172410926,2.497581515,0.006252186
chr5,172412951,172641266,228316,*,0.08560015,NEURL1B,chr5-172412601-172413300,2.917876911,0.001762117
chr5,172418390,172454523,36134,*,0.052232299,SH3PXD2B,chr5-172418123-172418656,3.151858967,0.000811173
chr5,172429497,172641266,211770,*,0.072428354,NEURL1B,chr5-172428641-172430352,2.458331329,0.006979216
chr5,172438091,172834275,396185,*,0.060366702,ERGIC1,chr5-172437418-172438763,2.662048167,0.003883338
chr5,172444225,172834275,390051,*,0.07286745,ERGIC1,chr5-172443440-172445009,3.355708509,0.00039581
chr5,172454523,172556425,101903,*,0.051340704,SH3PXD2B,chr5-172556259-172556590,3.305910682,0.000473341
chr5,172637326,172641266,3941,*,0.160003312,NEURL1B,chr5-172637188-172637463,9.683751939,1.77E-22
chr5,172641266,172641398,133,*,0.201363292,NEURL1B,chr5-172640808-172641988,5.699823629,6.00E-09
chr5,172641266,172659986,18721,*,0.14877132,NEURL1B,chr5-172659319-172660653,4.617174795,1.94E-06
chr5,172641266,172758256,116991,*,0.078160216,NEURL1B,chr5-172757695-172758816,2.37511473,0.008771748
chr5,172641266,172765496,124231,*,0.059465492,NEURL1B,chr5-172765086-172765906,2.052706677,0.020050517
chr5,172641266,172771073,129808,*,0.077526875,NEURL1B,chr5-172770503-172771642,1.971368472,0.024340872
chr5,172641266,172772465,131200,*,0.062834414,NEURL1B,chr5-172772038-172772891,2.169517961,0.015021691
chr5,172641266,172777968,136703,*,0.056525044,NEURL1B,chr5-172777501-172778434,1.782247256,0.03735446
chr5,172641266,172798670,157405,*,0.084243942,NEURL1B,chr5-172798396-172798943,3.59869285,0.00015991
chr5,172641266,172800366,159101,*,0.088009547,NEURL1B,chr5-172799989-172800743,3.168205989,0.000766914
chr5,172641266,172877969,236704,*,0.071038441,NEURL1B,chr5-172877571-172878367,2.351997757,0.009336444
chr5,172641266,172882079,240814,*,0.070090516,NEURL1B,chr5-172881823-172882334,2.977576383,0.001452686
chr5,172641266,172887543,246278,*,0.06129358,NEURL1B,chr5-172886980-172888105,1.840954842,0.032814088
chr5,172641266,172984063,342798,*,0.063826813,NEURL1B,chr5-172983291-172984834,2.119309769,0.017032148
chr5,172641266,173016676,375411,*,0.064078711,NEURL1B,chr5-173016469-173016882,3.280004158,0.000519028
chr5,172641266,173056812,415547,*,0.087244944,NEURL1B,chr5-173055738-173057886,2.311775171,0.010395038
chr5,172641398,173056352,414955,*,-0.05496914,CREBRF,chr5-172640808-172641988,-2.952666006,0.001575213
chr5,172766382,172771195,4814,*,0.07585568,DUSP1,chr5-172766270-172766493,5.58999545,1.14E-08
chr5,172775679,172834275,58597,*,0.056606213,ERGIC1,chr5-172775524-172775833,2.876280462,0.00201196
chr5,172828059,172834275,6217,*,0.052043743,ERGIC1,chr5-172827842-172828276,2.078808696,0.018817469
chr5,172834275,172869308,35034,*,0.077079137,ERGIC1,chr5-172869116-172869500,3.647380446,0.000132464
chr5,172834275,172870658,36384,*,0.062557527,ERGIC1,chr5-172870266-172871049,2.472672469,0.006705349
chr5,172834275,172879151,44877,*,0.067071127,ERGIC1,chr5-172878964-172879337,2.903542852,0.001844832
chr5,172834275,172882079,47805,*,0.106309436,ERGIC1,chr5-172881823-172882334,5.314715099,5.34E-08
chr5,172834275,173079505,245231,*,0.050612379,ERGIC1,chr5-173079396-173079614,2.345266027,0.009506754
chr5,173671471,173809039,137569,*,0.091426193,LINC01485,chr5-173671247-173671695,5.447524386,2.55E-08
chr5,173722593,173809039,86447,*,0.051321148,LINC01485,chr5-173722538-173722648,2.795918904,0.002587619
chr5,173728202,173973779,245578,*,0.055009274,C5orf47,chr5-173727982-173728421,4.88341465,5.21E-07
chr5,173806876,173809039,2164,*,0.085724013,LINC01485,chr5-173806741-173807010,4.9332107,4.04E-07
chr5,173806876,173973779,166904,*,0.065432539,C5orf47,chr5-173806741-173807010,4.158049922,1.60E-05
chr5,173809039,173819786,10748,*,0.096893446,LINC01485,chr5-173819735-173819837,5.793420779,3.45E-09
chr5,173973779,174300302,326524,*,0.051211271,C5orf47,chr5-174300252-174300352,3.513164199,0.000221402
chr5,175658030,175696699,38670,*,0.053977419,HRH2,chr5-175696378-175697020,3.258551782,0.000559912
chr5,176388975,176774625,385651,*,0.056192214,NOP16,chr5-176774037-176775213,4.043738569,2.63E-05
chr5,176388975,176782476,393502,*,0.053035834,NOP16,chr5-176782127-176782824,4.45147961,4.26E-06
chr5,176416366,176610133,193768,*,0.062236985,GPRIN1,chr5-176415641-176417090,3.785606753,7.67E-05
chr5,176424111,176610133,186023,*,0.066785244,GPRIN1,chr5-176423988-176424233,6.7002603,1.04E-11
chr5,176653620,176899332,245713,*,0.063348258,HK3,chr5-176653518-176653722,3.523510787,0.000212935
chr5,176666124,176810477,144354,*,0.074815213,UNC5A,chr5-176665976-176666272,4.578647315,2.34E-06
chr5,176730783,177022696,291914,*,0.055623777,ZNF346,chr5-176730673-176730893,4.230809827,1.16E-05
chr5,176810477,176850778,40302,*,0.069829274,UNC5A,chr5-176850662-176850893,4.188594562,1.40E-05
chr5,176810477,176897472,86996,*,0.060664156,UNC5A,chr5-176897348-176897595,3.664929893,0.000123703
chr5,176810477,176903386,92910,*,0.063144238,UNC5A,chr5-176903165-176903606,3.790843098,7.51E-05
chr5,176874840,176899332,24493,*,0.051306041,HK3,chr5-176874745-176874934,2.724940523,0.003215654
chr5,176897472,176899332,1861,*,0.050400516,HK3,chr5-176897348-176897595,2.35282782,0.009315629
chr5,176899332,176994880,95549,*,0.050348975,HK3,chr5-176994439-176995321,2.346576091,0.009473399
chr5,177087067,177474401,387335,*,0.050827404,DBN1,chr5-177086419-177087715,2.490680081,0.006374943
chr5,177098795,177474401,375607,*,0.050918342,DBN1,chr5-177098648-177098942,2.907579102,0.001821191
chr5,177133941,177312757,178817,*,0.06518624,MXD3,chr5-177132883-177134999,1.854326447,0.031846235
chr5,177300503,177312757,12255,*,0.053780698,MXD3,chr5-177300237-177300768,2.896752388,0.001885236
chr5,177300503,177592158,291656,*,0.063967436,TMED9,chr5-177300237-177300768,2.507405409,0.006081056
chr5,177303774,177312285,8512,*,0.057182213,PRELID1,chr5-177311398-177313172,3.383160502,0.000358284
chr5,177307317,177312757,5441,*,0.054726254,MXD3,chr5-177306980-177307654,2.18835109,0.014322019
chr5,177307317,177592158,284842,*,0.054012352,TMED9,chr5-177306980-177307654,1.936103115,0.026427537
chr5,177312285,177312757,473,*,0.158381598,MXD3,chr5-177311398-177313172,5.217323613,9.08E-08
chr5,177312285,177351852,39568,*,0.0507212,LMAN2,chr5-177311398-177313172,2.159009452,0.015424717
chr5,177312285,177403204,90920,*,0.081974065,GRK6,chr5-177311398-177313172,4.3804846,5.92E-06
chr5,177312285,177592158,279874,*,0.115496233,TMED9,chr5-177311398-177313172,4.00833184,3.06E-05
chr5,177312757,177426642,113886,*,0.083900723,MXD3,chr5-177425733-177427550,2.590217778,0.004795762
chr5,177312757,177429575,116819,*,0.074974812,MXD3,chr5-177429271-177429879,3.170403346,0.000761137
chr5,177312757,177447244,134488,*,0.0710164,MXD3,chr5-177446152-177448336,2.300387023,0.010713152
chr5,177312757,177457800,145044,*,0.057753517,MXD3,chr5-177457643-177457957,2.836552643,0.002280173
chr5,177312757,177494661,181905,*,0.078660592,MXD3,chr5-177494139-177495183,2.627202883,0.004304499
chr5,177361960,177592158,230199,*,0.060232303,TMED9,chr5-177361782-177362137,2.492358919,0.006344887
chr5,177369744,177474401,104658,*,0.09998149,DBN1,chr5-177369619-177369869,3.729655737,9.59E-05
chr5,177377948,177783398,405451,*,0.08509413,FAM153A,chr5-177377700-177378195,5.575061632,1.24E-08
chr5,177390056,177592158,202103,*,0.065240955,TMED9,chr5-177389124-177390987,2.63700427,0.004182089
chr5,177403204,177429575,26372,*,0.084108877,GRK6,chr5-177429271-177429879,5.010885577,2.71E-07
chr5,177414112,177446445,32334,*,0.050653922,PRR7,chr5-177413872-177414352,3.782150702,7.77E-05
chr5,177426642,177592158,165517,*,0.06279689,TMED9,chr5-177425733-177427550,1.893311606,0.029158221
chr5,177429575,177474401,44827,*,0.065825794,DBN1,chr5-177429271-177429879,2.447067692,0.007201189
chr5,177429575,177592158,162584,*,0.052249943,TMED9,chr5-177429271-177429879,1.731253543,0.041703277
chr5,177455371,177592158,136788,*,0.061376099,TMED9,chr5-177453946-177456795,1.783542542,0.037249015
chr5,177457800,177592158,134359,*,0.060144536,TMED9,chr5-177457643-177457957,2.820842782,0.002394884
chr5,177471338,177474401,3064,*,0.079271959,DBN1,chr5-177471253-177471422,3.485869934,0.00024527
chr5,177474401,177494661,20261,*,0.088668476,DBN1,chr5-177494139-177495183,4.703445734,1.28E-06
chr5,177494661,177497606,2946,*,0.09315109,PDLIM7,chr5-177494139-177495183,5.253286557,7.47E-08
chr5,177494661,177592158,97498,*,0.064135783,TMED9,chr5-177494139-177495183,2.202302469,0.013821975
chr5,177497606,177546165,48560,*,0.05225452,PDLIM7,chr5-177545472-177546858,2.586503188,0.004847764
chr5,177592158,177592369,212,*,0.054397199,TMED9,chr5-177591890-177592847,1.671983043,0.047263833
chr5,177783398,177939444,156047,*,0.142676517,FAM153A,chr5-177939312-177939576,10.11579958,2.35E-24
chr5,177783398,178237489,454092,*,0.0542559,FAM153A,chr5-178237401-178237577,3.0728022,0.001060295
chr5,177982445,178204507,222063,*,0.057178362,HNRNPAB,chr5-177982195-177982695,3.796213001,7.35E-05
chr5,178113443,178564683,451241,*,0.094805654,N4BP3,chr5-178564586-178564779,6.553396461,2.81E-11
chr5,178204507,178204745,239,*,0.063049187,HNRNPAB,chr5-178203908-178205581,3.085302849,0.001016725
chr5,178232791,178461109,228319,*,0.051366542,PHYKPL,chr5-178460765-178461453,3.489385604,0.000242066
chr5,178235030,178590555,355526,*,-0.055108253,COL23A1,chr5-178234800-178235260,-1.860580383,0.031401729
chr5,178236833,178590555,353723,*,-0.066324627,COL23A1,chr5-178236693-178236973,-2.951937614,0.001578934
chr5,178526652,178996206,469555,*,0.066459448,GRM6,chr5-178525975-178527328,4.316414141,7.93E-06
chr5,178590555,179023825,433271,*,-0.056808811,COL23A1,chr5-179023268-179024381,-1.750022735,0.040057195
chr5,178649685,178996206,346522,*,0.058465164,GRM6,chr5-178649487-178649883,4.335521302,7.27E-06
chr5,179336808,179680974,344167,*,0.069292674,CBY3,chr5-179336715-179336900,4.921584179,4.29E-07
chr5,179349269,179680974,331706,*,0.070831202,CBY3,chr5-179349090-179349448,5.297059,5.88E-08
chr5,179678628,179778019,99392,*,0.051736258,CANX,chr5-179777731-179778306,2.37511894,0.008771648
chr5,179678628,179991266,312639,*,-0.052882479,CANX,chr5-179991114-179991417,-2.920025226,0.001750015
chr5,179792192,179793980,1789,*,0.067532188,LTC4S,chr5-179791863-179792520,3.636612347,0.000138124
chr5,179793438,179793980,543,*,0.084103327,LTC4S,chr5-179792781-179794094,4.733081905,1.11E-06
chr5,179806398,179838851,32454,*,0.080926413,SQSTM1,chr5-179838672-179839030,6.183667629,3.13E-10
chr5,179806398,179839682,33285,*,0.090996608,SQSTM1,chr5-179839293-179840071,6.615838642,1.85E-11
chr5,180803123,181248096,444974,*,0.057486912,RACK1,chr5-180802141-180804104,2.16321173,0.015262449
chr5,180815652,180817181,1530,*,0.050360721,MGAT1,chr5-180817027-180817334,2.284059934,0.011184004
chr5,180815652,180818102,2451,*,0.092572059,MGAT1,chr5-180817987-180818216,4.711069872,1.23E-06
chr5,180815652,180826201,10550,*,0.050123946,MGAT1,chr5-180825950-180826452,2.32649784,0.009996004
chr5,180815652,181154020,338369,*,0.05144218,MGAT1,chr5-181153865-181154175,2.668037609,0.003814786
chr5,180830957,181154020,323064,*,0.08600182,LINC00847,chr5-181153865-181154175,5.144018286,1.34E-07
chr6,1394053,1609972,215920,*,0.058715342,FOXC1,chr6-1393797-1394308,3.844646795,6.04E-05
chr6,1609972,1659980,50009,*,0.050605917,FOXC1,chr6-1659917-1660043,3.330712397,0.00043312
chr6,1609972,2099221,489250,*,0.052599819,FOXC1,chr6-2099170-2099271,4.236611609,1.13E-05
chr6,2533567,2634603,101037,*,0.050109075,LINC01600,chr6-2533515-2533619,2.912932654,0.001790259
chr6,2634603,2684234,49632,*,0.050067848,LINC01600,chr6-2684134-2684333,3.375135474,0.000368897
chr6,2765414,2872620,107207,*,0.053773058,WRNIP1,chr6-2872482-2872758,3.562270792,0.00018383
chr6,2765414,3180084,414671,*,0.051280366,WRNIP1,chr6-3180022-3180146,3.859309945,5.69E-05
chr6,2790747,2881407,90661,*,0.050279879,SERPINB9P1,chr6-2790669-2790825,4.086607865,2.19E-05
chr6,3157526,3234682,77157,*,0.053157172,TUBB2A,chr6-3234570-3234794,3.278067589,0.000522602
chr6,3733628,4079209,345582,*,0.057111578,C6orf201,chr6-3733462-3733794,3.85330071,5.83E-05
chr6,4317166,4706159,388994,*,0.060615813,CDYL,chr6-4316717-4317614,2.902574604,0.001850545
chr6,4359103,4706159,347057,*,0.063824738,CDYL,chr6-4358561-4359645,3.808850552,6.98E-05
chr6,4371512,4706159,334648,*,0.057982269,CDYL,chr6-4371197-4371827,3.110424612,0.000934093
chr6,4518733,4706159,187427,*,0.061061288,CDYL,chr6-4518558-4518907,3.126009736,0.000885978
chr6,4768376,5004063,235688,*,0.070135645,RPP40,chr6-4768279-4768472,5.619414583,9.58E-09
chr6,4872277,5084581,212305,*,0.07158209,PPP1R3G,chr6-4872151-4872403,3.882678889,5.17E-05
chr6,5851194,6321013,469820,*,0.053284766,F13A1,chr6-5850583-5851805,2.236553174,0.012657779
chr6,5977052,6321013,343962,*,-0.050415832,F13A1,chr6-5976997-5977106,-2.849226281,0.002191285
chr6,6007605,6171072,163468,*,0.063260519,NRN1,chr6-6170969-6171174,5.192813943,1.04E-07
chr6,6007605,6176950,169346,*,0.094511305,NRN1,chr6-6176677-6177223,12.6852166,3.57E-37
chr6,6136712,6321013,184302,*,0.067709274,F13A1,chr6-6136662-6136762,4.699240408,1.31E-06
chr6,6139184,6321013,181830,*,0.105174836,F13A1,chr6-6138956-6139411,5.345659957,4.50E-08
chr6,6139859,6321013,181155,*,0.076165904,F13A1,chr6-6139677-6140040,4.544243549,2.76E-06
chr6,6140604,6321013,180410,*,0.094504974,F13A1,chr6-6140460-6140748,5.609794666,1.01E-08
chr6,6171072,6321013,149942,*,0.051762698,F13A1,chr6-6170969-6171174,3.134317179,0.000861273
chr6,6171660,6321013,149354,*,0.067246759,F13A1,chr6-6171492-6171828,3.177248483,0.000743398
chr6,6183854,6321013,137160,*,0.067256174,F13A1,chr6-6183752-6183955,4.152389504,1.65E-05
chr6,6184568,6321013,136446,*,0.100453042,F13A1,chr6-6184175-6184961,4.820756483,7.15E-07
chr6,6191544,6321013,129470,*,0.105788161,F13A1,chr6-6191088-6191999,4.642738153,1.72E-06
chr6,6192871,6321013,128143,*,0.084307751,F13A1,chr6-6192755-6192986,5.226061426,8.66E-08
chr6,6193374,6321013,127640,*,0.082034656,F13A1,chr6-6193248-6193500,4.599219012,2.12E-06
chr6,6200399,6321013,120615,*,0.066657229,F13A1,chr6-6200290-6200508,3.809879131,6.95E-05
chr6,6218642,6321013,102372,*,0.0602787,F13A1,chr6-6217988-6219295,2.674698892,0.00373982
chr6,6320587,6321013,427,*,0.079350303,F13A1,chr6-6319944-6321230,3.551426219,0.000191575
chr6,6321013,6332577,11565,*,0.061803165,F13A1,chr6-6332025-6333129,2.28403855,0.011184633
