TableS2 marker genes of macrophage subpopulations identified by single-cell multi-omics,,,,,,,
gene,cluster,pct.1,pct.2,avg_log2FC,p_val,p_val_adj,
TRPM2,FUCA1-hi MΦ-1,0.81,0.756,0.150505863,1.90E-08,0.000696718,
PECAM1,FUCA1-hi MΦ-1,0.795,0.754,0.205627626,2.07E-08,0.00075749,
NCF4,FUCA1-hi MΦ-1,0.757,0.713,0.169781834,2.11E-08,0.000772874,
TCF4,FUCA1-hi MΦ-1,0.841,0.786,0.178273518,2.19E-08,0.000800126,
SRGAP2C,FUCA1-hi MΦ-1,0.831,0.813,0.17695789,2.26E-08,0.000826365,
PICALM,FUCA1-hi MΦ-1,0.978,0.98,0.121804009,2.55E-08,0.000933292,
CPM,FUCA1-hi MΦ-1,0.642,0.59,0.210571336,2.61E-08,0.000954717,
AC120193.1,FUCA1-hi MΦ-1,0.497,0.431,0.160131016,2.70E-08,0.000987973,
AL138999.2,FUCA1-hi MΦ-1,0.338,0.284,0.134554372,3.16E-08,0.001156214,
Mar-08,FUCA1-hi MΦ-1,0.277,0.236,0.133056793,3.32E-08,0.001216114,
WDR91,FUCA1-hi MΦ-1,0.537,0.489,0.129689767,3.49E-08,0.001276921,
SRGAP3,FUCA1-hi MΦ-1,0.439,0.388,0.207530953,5.05E-08,0.001848352,
OSBPL9,FUCA1-hi MΦ-1,0.787,0.783,0.201108675,5.45E-08,0.001995205,
SLC49A4,FUCA1-hi MΦ-1,0.642,0.632,0.219078186,5.75E-08,0.002104381,
CELF6,FUCA1-hi MΦ-1,0.316,0.255,0.130226825,5.81E-08,0.002125778,
SWAP70,FUCA1-hi MΦ-1,0.882,0.867,0.162689292,6.12E-08,0.002240147,
PTBP3,FUCA1-hi MΦ-1,0.909,0.906,0.176468197,6.22E-08,0.002275792,
PMP22,FUCA1-hi MΦ-1,0.579,0.516,0.214563493,6.50E-08,0.002379589,
PRLR,FUCA1-hi MΦ-1,0.22,0.16,0.154939479,6.54E-08,0.002392566,
P2RY8,FUCA1-hi MΦ-1,0.38,0.329,0.199257433,8.08E-08,0.002958716,
TET3,FUCA1-hi MΦ-1,0.885,0.871,0.177509235,8.48E-08,0.00310487,
SSBP2,FUCA1-hi MΦ-1,0.762,0.722,0.232196062,8.65E-08,0.003165358,
PRKACB,FUCA1-hi MΦ-1,0.7,0.676,0.194028114,8.77E-08,0.00321065,
TCF12,FUCA1-hi MΦ-1,0.995,0.995,0.106584657,1.05E-07,0.003837341,
PDK4,FUCA1-hi MΦ-1,0.232,0.197,0.217900494,1.25E-07,0.004587975,
SNHG14,FUCA1-hi MΦ-1,0.757,0.761,0.162618103,1.34E-07,0.004909861,
WAC,FUCA1-hi MΦ-1,0.933,0.926,0.161372303,1.40E-07,0.005130652,
DENND10,FUCA1-hi MΦ-1,0.434,0.4,0.177274152,1.43E-07,0.005238975,
RIN2,FUCA1-hi MΦ-1,0.921,0.912,0.176019035,1.44E-07,0.005270569,
AC006230.1,FUCA1-hi MΦ-1,0.553,0.513,0.164512879,1.48E-07,0.005403649,
FGL2,FUCA1-hi MΦ-1,0.226,0.174,0.13312255,1.49E-07,0.005453818,
FOLR2,FUCA1-hi MΦ-1,0.45,0.379,0.196612511,1.54E-07,0.005633499,
ARL4C,FUCA1-hi MΦ-1,0.787,0.751,0.180048057,1.57E-07,0.005750056,
TPCN1,FUCA1-hi MΦ-1,0.836,0.818,0.174619062,1.61E-07,0.005906551,
CEPT1,FUCA1-hi MΦ-1,0.823,0.831,0.148556084,1.65E-07,0.006028622,
DEPTOR,FUCA1-hi MΦ-1,0.53,0.457,0.173034459,1.67E-07,0.006109139,
HERC1,FUCA1-hi MΦ-1,0.951,0.942,0.134509182,1.74E-07,0.006352609,
GOLGA4,FUCA1-hi MΦ-1,0.901,0.9,0.169069658,1.75E-07,0.006413086,
SMAP2,FUCA1-hi MΦ-1,0.718,0.676,0.151793615,1.80E-07,0.006605534,
EPB41,FUCA1-hi MΦ-1,0.615,0.594,0.189217992,1.85E-07,0.006758988,
INPP4A,FUCA1-hi MΦ-1,0.899,0.886,0.130307581,1.96E-07,0.007168011,
DENND11,FUCA1-hi MΦ-1,0.453,0.411,0.144863948,1.97E-07,0.00722565,
TMEM65,FUCA1-hi MΦ-1,0.771,0.748,0.172450499,2.18E-07,0.007994723,
ZNF331,FUCA1-hi MΦ-1,0.58,0.551,0.178257199,2.19E-07,0.008030226,
IRS2,FUCA1-hi MΦ-1,0.274,0.217,0.155096981,2.27E-07,0.008295788,
GAS6,FUCA1-hi MΦ-1,0.266,0.218,0.131038382,2.29E-07,0.008377191,
INPP5D,FUCA1-hi MΦ-1,0.823,0.785,0.179485953,2.31E-07,0.008450189,
HNMT,FUCA1-hi MΦ-1,0.939,0.924,0.174316264,2.35E-07,0.008583955,
PIK3R5,FUCA1-hi MΦ-1,0.98,0.962,0.097833559,2.48E-07,0.009093048,
SLC2A13,FUCA1-hi MΦ-1,0.68,0.652,0.204330245,2.69E-07,0.009829669,
GPNMB,FUCA1-hi MΦ-1,0.972,0.96,0.203036988,2.74E-07,0.010027248,
IVNS1ABP,FUCA1-hi MΦ-1,0.82,0.823,0.184474433,2.76E-07,0.010118522,
LIPA,FUCA1-hi MΦ-1,0.948,0.932,0.154952956,4.08E-07,0.014927285,
CUX2,FUCA1-hi MΦ-1,0.179,0.133,0.114438516,4.09E-07,0.014967679,
ABCG1,FUCA1-hi MΦ-1,0.472,0.438,0.135149903,4.79E-07,0.01754965,
KMT2C,FUCA1-hi MΦ-1,0.98,0.979,0.090611548,4.90E-07,0.017923592,
UBE3A,FUCA1-hi MΦ-1,0.855,0.85,0.145537739,5.07E-07,0.018555167,
ZNF280D,FUCA1-hi MΦ-1,0.751,0.732,0.159877351,5.29E-07,0.019369927,
NCOA4,FUCA1-hi MΦ-1,0.572,0.536,0.165536541,5.45E-07,0.019962979,
NLN,FUCA1-hi MΦ-1,0.834,0.817,0.181614172,5.59E-07,0.020450739,
GLUL,FUCA1-hi MΦ-1,0.758,0.752,0.223210891,5.99E-07,0.021939109,
BAZ2B,FUCA1-hi MΦ-1,0.934,0.93,0.154369091,6.01E-07,0.021989863,
DRAM2,FUCA1-hi MΦ-1,0.711,0.703,0.153882686,6.08E-07,0.022236962,
RASA2,FUCA1-hi MΦ-1,0.872,0.867,0.164861675,7.23E-07,0.026473519,
ZBTB20,FUCA1-hi MΦ-1,0.9,0.895,0.119889998,7.39E-07,0.027052352,
PDCD4,FUCA1-hi MΦ-1,0.597,0.553,0.159122232,7.51E-07,0.027487965,
ADORA3,FUCA1-hi MΦ-1,0.264,0.217,0.128771726,7.71E-07,0.028210936,
KLHL24,FUCA1-hi MΦ-1,0.591,0.555,0.166665038,7.82E-07,0.028613152,
AC007262.2,FUCA1-hi MΦ-1,0.202,0.158,0.152367309,8.40E-07,0.030730193,
FCHO2,FUCA1-hi MΦ-1,0.932,0.936,0.129986026,8.50E-07,0.031106811,
ARID5B,FUCA1-hi MΦ-1,0.722,0.708,0.179974015,8.64E-07,0.031619072,
NBPF19,FUCA1-hi MΦ-1,0.507,0.479,0.137115566,8.73E-07,0.031956388,
LY86,FUCA1-hi MΦ-1,0.8,0.775,0.205789421,8.76E-07,0.032052734,
Mar-01,FUCA1-hi MΦ-1,0.97,0.941,0.083461076,9.20E-07,0.033655005,
IL10RA,FUCA1-hi MΦ-1,0.752,0.715,0.137156864,9.39E-07,0.034351806,
PID1,FUCA1-hi MΦ-1,0.917,0.838,0.117743193,9.63E-07,0.035257821,
NIPBL,FUCA1-hi MΦ-1,0.953,0.954,0.131174799,9.64E-07,0.035279958,
MDFIC,FUCA1-hi MΦ-1,0.934,0.926,0.146116278,9.91E-07,0.036267912,
PREX1,FUCA1-hi MΦ-1,0.857,0.85,0.11729679,1.62E-06,0.059337387,
EIF4G3,FUCA1-hi MΦ-1,0.972,0.98,0.107489639,1.66E-06,0.060580184,
MBP,FUCA1-hi MΦ-1,0.89,0.888,0.105128729,1.66E-06,0.060761521,
TIPARP,FUCA1-hi MΦ-1,0.476,0.44,0.168588463,1.78E-06,0.065244342,
CAPZB,FUCA1-hi MΦ-1,0.955,0.953,0.127301946,1.86E-06,0.068203693,
ZNF609,FUCA1-hi MΦ-1,0.866,0.859,0.126927443,1.88E-06,0.06862748,
CERT1,FUCA1-hi MΦ-1,0.913,0.924,0.14710874,1.95E-06,0.071390196,
AC008937.2,FUCA1-hi MΦ-1,0.28,0.253,0.118998772,2.07E-06,0.075588443,
GNG7,FUCA1-hi MΦ-1,0.179,0.129,0.107479936,2.10E-06,0.076939752,
ZCCHC24,FUCA1-hi MΦ-1,0.286,0.248,0.128410022,2.19E-06,0.080198641,
AC240274.1,FUCA1-hi MΦ-1,0.167,0.135,0.088697214,2.20E-06,0.080544578,
HECTD2,FUCA1-hi MΦ-1,0.599,0.565,0.175767254,2.22E-06,0.081120644,
TMC8,FUCA1-hi MΦ-1,0.539,0.499,0.145604396,2.48E-06,0.090598091,
MLLT10,FUCA1-hi MΦ-1,0.879,0.875,0.13129819,2.49E-06,0.091068579,
PRKN,FUCA1-hi MΦ-1,0.534,0.503,0.195332382,2.53E-06,0.092656574,
IQGAP1,FUCA1-hi MΦ-1,0.976,0.969,0.125746739,2.63E-06,0.096210949,
DIAPH3,Cycling MΦ-1,0.905,0.068,2.564385968,0,0,
TOP2A,Cycling MΦ-1,0.825,0.142,2.091905156,0,0,
ASPM,Cycling MΦ-1,0.773,0.053,2.06789912,0,0,
LINC01572,Cycling MΦ-1,0.912,0.204,2.04277607,0,0,
MIR924HG,Cycling MΦ-1,0.706,0.029,2.032097276,0,0,
ATAD2,Cycling MΦ-1,0.922,0.156,2.020397116,0,0,
POLQ,Cycling MΦ-1,0.912,0.063,1.946384544,0,0,
BRIP1,Cycling MΦ-1,0.835,0.053,1.883270624,0,0,
ARHGAP11B,Cycling MΦ-1,0.826,0.12,1.812328315,0,0,
ANLN,Cycling MΦ-1,0.788,0.046,1.805671619,0,0,
CIT,Cycling MΦ-1,0.847,0.058,1.788318483,0,0,
EZH2,Cycling MΦ-1,0.893,0.264,1.760734874,0,0,
SMC4,Cycling MΦ-1,0.916,0.277,1.757705009,0,0,
CEP128,Cycling MΦ-1,0.962,0.349,1.684118623,0,0,
KNL1,Cycling MΦ-1,0.843,0.069,1.678316259,0,0,
NUSAP1,Cycling MΦ-1,0.819,0.101,1.671736555,0,0,
BARD1,Cycling MΦ-1,0.917,0.187,1.634439122,0,0,
MKI67,Cycling MΦ-1,0.777,0.13,1.589303263,0,0,
KIF18B,Cycling MΦ-1,0.742,0.009,1.585802145,0,0,
CENPK,Cycling MΦ-1,0.88,0.085,1.499037542,0,0,
KIF14,Cycling MΦ-1,0.684,0.038,1.482676119,0,0,
MELK,Cycling MΦ-1,0.856,0.067,1.470916506,0,0,
C21orf58,Cycling MΦ-1,0.829,0.086,1.462947452,0,0,
RRM2,Cycling MΦ-1,0.701,0.037,1.460268435,0,0,
NCAPG2,Cycling MΦ-1,0.86,0.103,1.431762343,0,0,
KIF20B,Cycling MΦ-1,0.835,0.172,1.430276586,0,0,
BRCA2,Cycling MΦ-1,0.874,0.197,1.414300693,0,0,
RFC3,Cycling MΦ-1,0.858,0.157,1.392042211,0,0,
TMPO,Cycling MΦ-1,0.896,0.337,1.371221058,0,0,
TPX2,Cycling MΦ-1,0.705,0.057,1.347483542,0,0,
KIF11,Cycling MΦ-1,0.758,0.056,1.347397248,0,0,
NSD2,Cycling MΦ-1,0.962,0.495,1.322138497,0,0,
ATAD5,Cycling MΦ-1,0.889,0.21,1.311609816,0,0,
BUB1B,Cycling MΦ-1,0.747,0.023,1.28395933,0,0,
PRC1,Cycling MΦ-1,0.765,0.084,1.282187409,0,0,
GTSE1,Cycling MΦ-1,0.66,0.029,1.272228312,0,0,
ZNF367,Cycling MΦ-1,0.701,0.036,1.246847497,0,0,
FANCI,Cycling MΦ-1,0.791,0.091,1.223869097,0,0,
DTL,Cycling MΦ-1,0.657,0.026,1.215593832,0,0,
DEPDC1B,Cycling MΦ-1,0.676,0.016,1.213524425,0,0,
KIF4A,Cycling MΦ-1,0.673,0.021,1.205471733,0,0,
CLSPN,Cycling MΦ-1,0.734,0.061,1.192232412,0,0,
KIF15,Cycling MΦ-1,0.7,0.022,1.147521952,0,0,
CDK1,Cycling MΦ-1,0.742,0.043,1.146482495,0,0,
NDC80,Cycling MΦ-1,0.668,0.025,1.141336214,0,0,
NCAPG,Cycling MΦ-1,0.733,0.063,1.129706584,0,0,
PARPBP,Cycling MΦ-1,0.775,0.094,1.124045892,0,0,
STIL,Cycling MΦ-1,0.738,0.066,1.118756296,0,0,
CIP2A,Cycling MΦ-1,0.767,0.093,1.118098454,0,0,
WDR76,Cycling MΦ-1,0.667,0.051,1.101943241,0,0,
LMNB1,Cycling MΦ-1,0.731,0.051,1.076477728,0,0,
ESCO2,Cycling MΦ-1,0.669,0.035,1.060884978,0,0,
SPC25,Cycling MΦ-1,0.607,0.013,1.009597348,0,0,
CENPI,Cycling MΦ-1,0.723,0.054,0.994219794,0,0,
CDCA2,Cycling MΦ-1,0.586,0.019,0.971882905,0,0,
BUB1,Cycling MΦ-1,0.653,0.039,0.965142952,0,0,
CEP55,Cycling MΦ-1,0.676,0.037,0.963363372,0,0,
AURKB,Cycling MΦ-1,0.598,0.018,0.957860129,0,0,
NEIL3,Cycling MΦ-1,0.593,0.006,0.910655013,0,0,
CKAP2L,Cycling MΦ-1,0.596,0.018,0.903997754,0,0,
SHCBP1,Cycling MΦ-1,0.729,0.078,0.941237546,1.1E-322,3.978325E-318,
APOLD1,Cycling MΦ-1,0.592,0.03,1.6449145,6.143E-320,2.24847711E-315,
CENPE,Cycling MΦ-1,0.763,0.149,1.615851337,1.901E-319,6.957910073E-315,
KIFC1,Cycling MΦ-1,0.59,0.024,0.702546272,1.1039011273E-314,4.0403885161392E-310,
CENPP,Cycling MΦ-1,0.978,0.576,1.539519801,1.019165909377E-312,3.73E-308,
MND1,Cycling MΦ-1,0.51,0.009,0.767034157,1.578190542825E-312,5.78E-308,
FOXM1,Cycling MΦ-1,0.634,0.033,0.761812228,2.51826204998E-312,9.22E-308,
KIF18A,Cycling MΦ-1,0.59,0.027,1.013337982,8.30409585823E-312,3.04E-307,
BLM,Cycling MΦ-1,0.693,0.06,0.92730587,0.00E+00,5.31E-304,
SGO2,Cycling MΦ-1,0.731,0.115,1.156224939,1.37E-304,5.02E-300,
NUF2,Cycling MΦ-1,0.696,0.084,1.107339603,8.62E-300,3.15E-295,
CDCA8,Cycling MΦ-1,0.574,0.026,0.832149651,8.25E-299,3.02E-294,
Z94721.1,Cycling MΦ-1,0.73,0.072,1.04805205,1.48E-298,5.41E-294,
CENPU,Cycling MΦ-1,0.634,0.047,0.813486726,1.62E-295,5.92E-291,
FANCD2,Cycling MΦ-1,0.719,0.083,0.919730138,1.17E-293,4.30E-289,
PLK4,Cycling MΦ-1,0.613,0.03,0.742459339,1.30E-291,4.76E-287,
FAM111B,Cycling MΦ-1,0.54,0.028,0.907857913,4.05E-291,1.48E-286,
MMS22L,Cycling MΦ-1,0.848,0.251,1.383119201,1.17E-290,4.29E-286,
TTK,Cycling MΦ-1,0.552,0.019,0.715922321,6.45E-290,2.36E-285,
RAD51AP1,Cycling MΦ-1,0.721,0.093,0.926944403,7.40E-290,2.71E-285,
BRCA1,Cycling MΦ-1,0.8,0.181,1.173289024,2.47E-289,9.04E-285,
ESPL1,Cycling MΦ-1,0.544,0.024,0.784911579,1.51E-288,5.53E-284,
GEN1,Cycling MΦ-1,0.887,0.345,1.151375577,8.34E-286,3.05E-281,
CDC25C,Cycling MΦ-1,0.49,0.008,0.72587303,1.18E-284,4.33E-280,
NCAPD3,Cycling MΦ-1,0.813,0.189,1.091444453,2.17E-284,7.93E-280,
TICRR,Cycling MΦ-1,0.499,0.009,0.563718484,1.49E-282,5.46E-278,
WDR62,Cycling MΦ-1,0.622,0.045,0.758881168,1.44E-281,5.27E-277,
CENPF,Cycling MΦ-1,0.719,0.114,1.561480686,7.45E-276,2.73E-271,
HJURP,Cycling MΦ-1,0.503,0.012,0.634055259,2.95E-275,1.08E-270,
PRIM2,Cycling MΦ-1,0.963,0.605,1.177512847,1.36E-274,4.98E-270,
ARHGAP11A,Cycling MΦ-1,0.623,0.066,0.892102794,1.79E-274,6.55E-270,
UHRF1,Cycling MΦ-1,0.66,0.075,0.883469274,4.46E-273,1.63E-268,
RTTN,Cycling MΦ-1,0.888,0.259,1.111742551,7.46E-272,2.73E-267,
HMMR,Cycling MΦ-1,0.568,0.036,0.830219997,4.97E-268,1.82E-263,
KNTC1,Cycling MΦ-1,0.78,0.173,1.046767577,2.92E-267,1.07E-262,
FANCA,Cycling MΦ-1,0.628,0.068,0.854279258,3.80E-261,1.39E-256,
PRR11,Cycling MΦ-1,0.708,0.139,1.016550817,1.10E-259,4.04E-255,
CCDC18,Cycling MΦ-1,0.9,0.43,1.212882379,5.46E-258,2.00E-253,
HELLS,Cycling MΦ-1,0.665,0.123,1.092812544,1.66E-254,6.08E-250,
MCM10,Cycling MΦ-1,0.462,0.014,0.635160693,3.03E-254,1.11E-249,
KIF23,Cycling MΦ-1,0.53,0.031,0.721094276,1.27E-251,4.65E-247,
ORC6,Cycling MΦ-1,0.642,0.063,0.761296205,5.14E-249,1.88E-244,
E2F7,Cycling MΦ-1,0.424,0.005,0.617898961,2.72E-247,9.97E-243,
KIF2C,Cycling MΦ-1,0.519,0.027,0.694651234,8.90E-247,3.26E-242,
PCLAF,Cycling MΦ-1,0.543,0.044,0.679431495,2.28E-246,8.34E-242,
CCDC150,Cycling MΦ-1,0.627,0.062,0.746950612,3.58E-246,1.31E-241,
MCM8,Cycling MΦ-1,0.602,0.055,0.690843807,4.06E-244,1.49E-239,
ZGRF1,Cycling MΦ-1,0.739,0.132,0.93077275,5.15E-244,1.88E-239,
HMGB2,Cycling MΦ-1,0.698,0.153,0.923137481,8.23E-244,3.01E-239,
VRK1,Cycling MΦ-1,0.804,0.195,0.914491444,1.95E-243,7.13E-239,
WDHD1,Cycling MΦ-1,0.708,0.111,0.940407811,2.84E-243,1.04E-238,
EXO1,Cycling MΦ-1,0.498,0.018,0.625322549,1.26E-242,4.63E-238,
E2F2,Cycling MΦ-1,0.484,0.019,0.559359841,6.76E-242,2.47E-237,
E2F8,Cycling MΦ-1,0.379,0.004,0.467177073,5.86E-237,2.14E-232,
ECT2,Cycling MΦ-1,0.74,0.19,0.970105183,1.55E-231,5.68E-227,
FBXO5,Cycling MΦ-1,0.509,0.034,0.642755456,1.63E-230,5.97E-226,
SKA3,Cycling MΦ-1,0.436,0.01,0.494875425,2.53E-230,9.25E-226,
TROAP,Cycling MΦ-1,0.435,0.014,0.555834451,2.97E-230,1.09E-225,
RBL1,Cycling MΦ-1,0.842,0.287,1.090186804,4.93E-229,1.80E-224,
SPATA5,Cycling MΦ-1,0.929,0.516,1.123501558,6.56E-229,2.40E-224,
GPSM2,Cycling MΦ-1,0.781,0.275,1.107273483,1.34E-226,4.90E-222,
MYBL1,Cycling MΦ-1,0.439,0.008,0.639439857,2.37E-226,8.67E-222,
MIS18BP1,Cycling MΦ-1,0.906,0.488,1.210941341,6.99E-226,2.56E-221,
DLGAP5,Cycling MΦ-1,0.486,0.026,0.685619672,1.90E-224,6.96E-220,
RRM1,Cycling MΦ-1,0.733,0.167,0.884403711,1.20E-222,4.38E-218,
CCNF,Cycling MΦ-1,0.498,0.033,0.699054415,1.39E-222,5.10E-218,
CEP152,Cycling MΦ-1,0.818,0.235,0.879745623,3.27E-222,1.20E-217,
TACC3,Cycling MΦ-1,0.834,0.333,0.936139821,1.14E-221,4.16E-217,
XRCC2,Cycling MΦ-1,0.48,0.021,0.547040415,1.12E-219,4.11E-215,
CEP192,Cycling MΦ-1,0.949,0.639,0.963071705,1.15E-218,4.20E-214,
FAM83D,Cycling MΦ-1,0.364,0.005,0.47298909,4.06E-217,1.49E-212,
FAM111A,Cycling MΦ-1,0.859,0.411,0.995371864,6.76E-216,2.47E-211,
CCDC14,Cycling MΦ-1,0.899,0.441,0.94905402,5.01E-215,1.83E-210,
SGO1,Cycling MΦ-1,0.502,0.028,0.566058988,1.89E-212,6.93E-208,
FAF1,Cycling MΦ-1,0.991,0.854,0.95875223,3.82E-212,1.40E-207,
TOPBP1,Cycling MΦ-1,0.893,0.361,0.887823415,8.65E-212,3.17E-207,
POLE2,Cycling MΦ-1,0.588,0.063,0.772730344,6.33E-211,2.32E-206,
GINS1,Cycling MΦ-1,0.605,0.064,0.692319045,3.68E-210,1.35E-205,
WEE1,Cycling MΦ-1,0.457,0.02,0.48830507,1.66E-209,6.09E-205,
SMC2,Cycling MΦ-1,0.693,0.148,0.757299246,1.38E-205,5.03E-201,
FANCC,Cycling MΦ-1,0.818,0.256,1.022341392,2.26E-205,8.26E-201,
MYBL2,Cycling MΦ-1,0.444,0.027,0.577867078,1.04E-202,3.81E-198,
HMGN2,Cycling MΦ-1,0.846,0.437,1.021856442,5.65E-202,2.07E-197,
SCMH1,Cycling MΦ-1,0.829,0.32,1.130761591,9.38E-200,3.43E-195,
IQGAP3,Cycling MΦ-1,0.572,0.095,0.694753707,8.97E-197,3.28E-192,
ASF1B,Cycling MΦ-1,0.493,0.035,0.6149087,9.92E-197,3.63E-192,
RFWD3,Cycling MΦ-1,0.794,0.281,0.87569324,3.26E-195,1.19E-190,
FANCB,Cycling MΦ-1,0.538,0.054,0.599981355,5.05E-195,1.85E-190,
POLA1,Cycling MΦ-1,0.823,0.356,1.074546662,1.70E-194,6.21E-190,
SCLT1,Cycling MΦ-1,0.942,0.688,1.285674215,1.88E-194,6.88E-190,
NDC1,Cycling MΦ-1,0.677,0.142,0.759615769,4.46E-194,1.63E-189,
KIF24,Cycling MΦ-1,0.481,0.033,0.549248643,1.48E-193,5.43E-189,
LIN54,Cycling MΦ-1,0.83,0.289,0.865741884,9.13E-193,3.34E-188,
CCNE2,Cycling MΦ-1,0.484,0.055,0.724566747,2.60E-192,9.53E-188,
POLE,Cycling MΦ-1,0.644,0.109,0.710888222,3.23E-192,1.18E-187,
FBXO43,Cycling MΦ-1,0.32,0.003,0.433699857,9.85E-191,3.61E-186,
NCAPH,Cycling MΦ-1,0.651,0.067,0.713534134,5.35E-190,1.96E-185,
UBE2C,Cycling MΦ-1,0.465,0.041,0.599206755,1.44E-189,5.27E-185,
GMNN,Cycling MΦ-1,0.655,0.128,0.746242282,1.56E-189,5.72E-185,
AC091057.6,Cycling MΦ-1,0.465,0.031,0.500436242,2.73E-189,1.00E-184,
CDC45,Cycling MΦ-1,0.37,0.014,0.479074474,5.31E-188,1.94E-183,
DEPDC1,Cycling MΦ-1,0.385,0.011,0.402842412,1.70E-187,6.23E-183,
NEURL1B,Cycling MΦ-1,0.347,0.006,0.495043592,2.04E-187,7.48E-183,
SPC24,Cycling MΦ-1,0.381,0.012,0.387138123,5.41E-187,1.98E-182,
KPNA2,Cycling MΦ-1,0.697,0.232,0.982021135,1.36E-186,4.98E-182,
NETO2,Cycling MΦ-1,0.682,0.171,0.977873743,3.41E-185,1.25E-180,
RAD54B,Cycling MΦ-1,0.478,0.035,0.513080945,1.16E-183,4.23E-179,
DEK,Cycling MΦ-1,0.897,0.524,0.893029519,1.23E-182,4.49E-178,
CKAP2,Cycling MΦ-1,0.675,0.199,0.877889377,1.15E-181,4.22E-177,
SNHG31,Cycling MΦ-1,0.439,0.038,0.797763648,1.15E-181,4.23E-177,
CDCA5,Cycling MΦ-1,0.386,0.016,0.429549975,5.51E-180,2.02E-175,
STMN1,Cycling MΦ-1,0.63,0.148,0.755988853,9.93E-178,3.64E-173,
LIG1,Cycling MΦ-1,0.542,0.072,0.56479046,2.26E-176,8.26E-172,
BIRC5,Cycling MΦ-1,0.436,0.036,0.501230859,2.11E-175,7.71E-171,
DNA2,Cycling MΦ-1,0.542,0.072,0.6744859,2.34E-175,8.56E-171,
CHAF1A,Cycling MΦ-1,0.548,0.086,0.627187101,9.91E-175,3.63E-170,
HIST1H3B,Cycling MΦ-1,0.36,0.011,0.376596779,2.22E-174,8.12E-170,
CHEK1,Cycling MΦ-1,0.585,0.091,0.635138018,2.65E-174,9.68E-170,
AP001347.1,Cycling MΦ-1,0.526,0.056,0.695883213,7.16E-173,2.62E-168,
LIN9,Cycling MΦ-1,0.581,0.078,0.697202839,2.10E-172,7.67E-168,
AC068587.4,Cycling MΦ-1,0.947,0.727,1.121013487,5.46E-171,2.00E-166,
TYMS,Cycling MΦ-1,0.527,0.067,0.523743685,9.75E-170,3.57E-165,
DDX11,Cycling MΦ-1,0.532,0.059,0.496097971,1.32E-169,4.83E-165,
MCM4,Cycling MΦ-1,0.51,0.071,0.562634147,8.52E-169,3.12E-164,
USP1,Cycling MΦ-1,0.651,0.142,0.652521217,9.54E-169,3.49E-164,
TCF19,Cycling MΦ-1,0.431,0.03,0.423697947,1.18E-168,4.31E-164,
CEP78,Cycling MΦ-1,0.61,0.117,0.692855415,1.09E-167,3.99E-163,
NASP,Cycling MΦ-1,0.783,0.298,0.786753765,5.17E-167,1.89E-162,
PIF1,Cycling MΦ-1,0.339,0.015,0.639809864,5.78E-167,2.12E-162,
CCNB1,Cycling MΦ-1,0.46,0.047,0.632009859,8.25E-167,3.02E-162,
KIF20A,Cycling MΦ-1,0.349,0.013,0.389179334,1.96E-166,7.19E-162,
NEMP1,Cycling MΦ-1,0.725,0.187,0.685422485,3.61E-166,1.32E-161,
CDC20,Cycling MΦ-1,0.456,0.042,0.596230443,5.07E-166,1.86E-161,
CKAP5,Cycling MΦ-1,0.797,0.437,0.945754983,1.21E-165,4.41E-161,
PKP4,Cycling MΦ-1,0.794,0.306,0.891519107,3.73E-165,1.36E-160,
SKA2,Cycling MΦ-1,0.611,0.109,0.682408036,5.57E-165,2.04E-160,
CDKN3,Cycling MΦ-1,0.47,0.05,0.580066825,1.07E-164,3.93E-160,
HIST1H1D,Cycling MΦ-1,0.516,0.059,0.620162892,1.60E-163,5.87E-159,
DBF4,Cycling MΦ-1,0.694,0.184,0.725926577,1.10E-162,4.01E-158,
H2AFZ,Cycling MΦ-1,0.702,0.222,0.737819429,2.05E-161,7.51E-157,
POLD3,Cycling MΦ-1,0.706,0.214,0.717067754,2.80E-159,1.02E-154,
PRKDC,Cycling MΦ-1,0.924,0.643,0.858022455,2.82E-158,1.03E-153,
CHTF18,Cycling MΦ-1,0.515,0.062,0.518253053,3.95E-158,1.45E-153,
TUBB,Cycling MΦ-1,0.814,0.496,1.057706846,1.15E-157,4.22E-153,
TK1,Cycling MΦ-1,0.476,0.057,0.478707752,2.09E-157,7.66E-153,
SKA1,Cycling MΦ-1,0.316,0.009,0.298596589,2.63E-156,9.63E-152,
H2AFX,Cycling MΦ-1,0.486,0.086,0.617579616,2.76E-156,1.01E-151,
CCNA2,Cycling MΦ-1,0.43,0.039,0.422212619,3.79E-155,1.39E-150,
CENPJ,Cycling MΦ-1,0.639,0.155,0.6384024,5.57E-155,2.04E-150,
RACGAP1,Cycling MΦ-1,0.708,0.236,0.740107409,1.24E-154,4.54E-150,
RAD21,Cycling MΦ-1,0.823,0.399,0.781970642,7.24E-154,2.65E-149,
NCAPD2,Cycling MΦ-1,0.609,0.152,0.683674638,1.77E-153,6.46E-149,
CDCA3,Cycling MΦ-1,0.329,0.011,0.336948414,3.40E-153,1.24E-148,
PHF19,Cycling MΦ-1,0.54,0.099,0.552230158,3.32E-152,1.21E-147,
SRSF10,Cycling MΦ-1,0.906,0.586,0.794025645,3.62E-152,1.32E-147,
INCENP,Cycling MΦ-1,0.505,0.076,0.514278772,1.26E-150,4.61E-146,
CHEK2,Cycling MΦ-1,0.646,0.156,0.627330628,1.74E-150,6.37E-146,
